pageid,ns,title,extract
294590,0,Edmonton International Airport,"Edmonton International Airport (IATA: YEG, ICAO: CYEG) is the primary air passenger and air cargo facility in the Edmonton Metropolitan Region of the Canadian province of Alberta. Designated as an international airport by Transport Canada and operated by Edmonton Airports, it is located 14 nautical miles (26 km; 16 mi) south southwest of Downtown Edmonton in Leduc County on Highway 2 opposite of the city of Leduc. The airport offers scheduled non-stop flights to major cities in Canada, the United States, Mexico, the Caribbean, Central America and Europe.
It is a hub facility for Northern Alberta and Northern Canada. The airport has a catchment area encompassing Central and Northern Alberta, northern British Columbia, and Yukon, the Northwest Territories and western Nunavut. Total catchment area is 1.8 million residents. It is Canada's largest major airport by total land area, the 5th busiest airport by passenger traffic and 9th busiest by aircraft movements. It served 8,254,121 passengers in 2018."
1363578,0,Eduardo Gomes International Airport,"Manaus International Airport – Eduardo Gomes (IATA: MAO, ICAO: SBEG) is the airport serving Manaus, Brazil. It is named after Brazilian politician and military figure Air Marshal Eduardo Gomes (1896–1981).
It is operated by Infraero and Vinci SA."
1719182,0,Edward Lawrence Logan International Airport,
9311176,0,Egal International Airport,
15106382,0,Egyptian raid on Larnaca International Airport,"On 19 February 1978, Egyptian special forces raided Larnaca International Airport near Larnaca, Cyprus, in an attempt to intervene in a hijacking. Earlier, two assassins had killed prominent Egyptian newspaper editor Yusuf Sibai and then rounded up as hostages several Arabs who were attending a convention in Nicosia. As Cypriot forces were trying to negotiate with the hostage-takers at the airport, Egyptian troops launched their own assault without authorization from the Cypriots. The unauthorized raid led to the Egyptians and the Cypriots exchanging gunfire, killing or injuring more than 20 of the Egyptian commandos. As a result, Egypt and Cyprus severed political ties for several years after the incident.

"
24796425,0,El-Arish International Airport,
52067003,0,El Alamain International Airport,
51029793,0,El Alamein International Airport,"El Alamein International Airport (IATA: DBB, ICAO: HEAL) (Arabic: مطار العلمين الدولي‎ Maṭār El ʿAlamein El Dawli) is an international airport located in El Dabaa, Matrouh Governorate, Egypt. The airport is located at the Northern coast, 160 km (99 mi) west of Alexandria."
2614073,0,El Alto International Airport,"El Alto International Airport (Spanish: Aeropuerto Internacional El Alto) (IATA: LPB, ICAO: SLLP) is an international airport serving La Paz, Bolivia. It is located in the city of El Alto, 8 mi (13 km) west of La Paz. At an altitude of 4,061.5 m (13,325 ft), it is the highest international airport, the sixth highest commercial airport in the world and the highest commercial airport outside of China.The airport has been in service since the first half of the 20th century, but was modernized in the late 1960s, when its runway was lengthened and a new passenger terminal with modern facilities was built. The new airport was inaugurated in 1965.
El Alto airport was a primary hub for the former Lloyd Aéreo Boliviano, Bolivia's flag carrier which ceased operations in 2007 and is a hub for Línea Aérea Amaszonas. It serves also as a focus city for Boliviana de Aviación which is a state-owned airline."
40390122,0,El Arish International Airport,"El Arish International Airport (Arabic: مطار العريش الدولي) (IATA: AAC, ICAO: HEAR) is an airport near El Arish, Egypt. In 2011 the airport served 5,991 passengers (-45.4% vs. 2010)."
22974703,0,El Catey International Airport,
299434,0,El Dorado International Airport,"El Dorado International Airport  (IATA: BOG, ICAO: SKBO) is an international airport serving Bogotá, Colombia and its surrounding areas. The airport is located mostly in the Fontibón district of Bogotá, although it partially extends into the Engativá district and the municipality of Funza in the Western Savanna Province of the Cundinamarca Department. It served over 35 million passengers in 2019 and 740,000 metric tons of cargo in 2018. This makes El Dorado the second busiest airport in South America in terms of passenger traffic and the busiest in terms of cargo traffic. El Dorado is also by far the busiest and most important airport in Colombia, accounting for just under half (49%) of the country's air traffic.El Dorado is a hub for the Colombian flag-carrier Avianca and subsidiares Avianca Express and Avianca Cargo; LATAM Colombia; Satena; Wingo; and a number of other cargo airlines. It is owned by the Government of Colombia and operated by Operadora Aeroportuaria Internacional (OPAIN), a consortium composed of Colombian construction and engineering firms, and the Swiss company Flughafen Zürich AG, the company that operates Zurich Airport. The airport has been named the best airport in South America by World Airport Awards. El Dorado received four-star certification from and its staff was rated the best in South America by Skytrax, as well as achieving 42nd place in Skytrax's World's Top 100 Airports in 2017."
299434,0,El Dorado International Airport,"El Dorado International Airport  (IATA: BOG, ICAO: SKBO) is an international airport serving Bogotá, Colombia and its surrounding areas. The airport is located mostly in the Fontibón district of Bogotá, although it partially extends into the Engativá district and the municipality of Funza in the Western Savanna Province of the Cundinamarca Department. It served over 35 million passengers in 2019 and 740,000 metric tons of cargo in 2018. This makes El Dorado the second busiest airport in South America in terms of passenger traffic and the busiest in terms of cargo traffic. El Dorado is also by far the busiest and most important airport in Colombia, accounting for just under half (49%) of the country's air traffic.El Dorado is a hub for the Colombian flag-carrier Avianca and subsidiares Avianca Express and Avianca Cargo; LATAM Colombia; Satena; Wingo; and a number of other cargo airlines. It is owned by the Government of Colombia and operated by Operadora Aeroportuaria Internacional (OPAIN), a consortium composed of Colombian construction and engineering firms, and the Swiss company Flughafen Zürich AG, the company that operates Zurich Airport. The airport has been named the best airport in South America by World Airport Awards. El Dorado received four-star certification from and its staff was rated the best in South America by Skytrax, as well as achieving 42nd place in Skytrax's World's Top 100 Airports in 2017."
25036952,0,El Eden International Airport,
2461198,0,El Edén International Airport,"El Edén International Airport (Spanish: Aeropuerto Internacional El Edén) (IATA: AXM, ICAO: SKAR) is an international airport serving Armenia, the capital of the Quindío Department of Colombia. The airport is 13 kilometres (8.1 mi) southwest of Armenia, near the town of La Tebaida. It handles domestic flights to Bogotá and Medellín and international flights to Fort Lauderdale, Florida.

"
40486323,0,El Jaguel International Airport,
36732928,0,El Loa International Airport,
269621,0,El Paso International Airport,"El Paso International Airport ((IATA: ELP, ICAO: KELP, FAA LID: ELP), Spanish: Aeropuerto Internacional de El Paso) is four miles (6 km) northeast of downtown El Paso, in El Paso County, Texas, United States. It is the largest civil airport in West Texas and also the largest in South New Mexico if it is included. It handled 3,516,911 passengers in 2019.

"
7511052,0,El Plumerillo International Airport,
2119689,0,El Prat International Airport,
11705288,0,El Salvador International Airport,"El Salvador International Airport Saint Óscar Arnulfo Romero y Galdámez (Spanish: Aeropuerto Internacional de El Salvador San Óscar Arnulfo Romero y Galdámez), (IATA: SAL, ICAO: MSLP), previously known as Comalapa International Airport (Spanish: Aeropuerto Internacional de Comalapa) and also known as the Comapala Air Base (Base Aerea de Comalapa) by the military, is an joint-use civilian and military airport that serves San Salvador, El Salvador. It is located in the south central area of the country, in the city of San Luis Talpa, Department of La Paz, and occupies a triangular plain of 2519.8 acres, which borders the Pacific Ocean to the south, to the east with the Jiboa River, and to the northwest with the coastal highway. Being close to sea level, it allows aircraft to operate efficiently at maximum capacity. It is connected to the capital of San Salvador, El Salvador through a modern four-lane motorway, with 42 kilometers (26 miles) travel in an average time of 30 minutes.
It is the third of Central America in movement of passengers with 3,411,015 annually, counted without methodology, suggested by International Civil Aviation Organization (ICAO). It is classified as category 1 by the Federal Aviation Administration of the United States (FAA) and is certified by the Civil Aviation Authority (CAA). Being the first in the isthmus to achieve these certifications In the Skytrax World Airport Awards 2015 it was recognized as the third best airport in Central America and the Caribbean. According to the World Economic Forum, it is the second in the region with the most competitive infrastructure achieving a score of 4.8 – 7.0 being the highest score – exceeded only by Panama (6.2). In addition, ICAO recognizes it as one of the airports with the best security standards in the continent, only exceeded by United States and Canada."
